9bcba47dbfd26149e1db0a11ea643628bdd5b6c877d713532b21c1e6aab14b7a1fc2d7, Attempt # Attempt Start Attempt End Section # Q # Q Type Q Title Q Text Bonus? Difficulty Answer Answer Match Score Out Of
c0a5f2689cc4db27691356a73ae8e535a4899e3e72b13fa5fb1dfde0f2631fc7aa449e," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  1 MC  ""What is the answer to life  the universe  and everything?"" False 1 38 UnChecked 0 1"
4f6a8a34c5f77ae50f4c6535f32760d8b607a69e3cf0b1178e31c267c39227c4982480," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  1 MC  ""What is the answer to life  the universe  and everything?"" False 1 39 UnChecked 0 1"
0ad074dc4c24be75a26490e7fe9f61853fdc53ead59bdbecf7130a630b1d4f7fbe83ff," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  1 MC  ""What is the answer to life  the universe  and everything?"" False 1 40 UnChecked 0 1"
57a7123b9635d643eba9e0fdde4d0ce997b22bb2420dbb4a93882eccb0853e8c2e0a5a," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  1 MC  ""What is the answer to life  the universe  and everything?"" False 1 41 Checked 0 1"
67f1e1c0263bb8b808181947770541a18e91e578f2fd317849f9ae4bc9b5cca6a19c7d," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  2 MC  ""If you choose the answer to this question at random  what is the chance you will be correct?"" False 1 25% UnChecked 0 1"
79382bbcd5a17f53bc9778e186d4ef44d56c1ac1598abb972ae8b5f554118d799a2d3e," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  2 MC  ""If you choose the answer to this question at random  what is the chance you will be correct?"" False 1 50% UnChecked 0 1"
ee826acfa49f94eb92674a8c91f569b95dc1feabeb34d96cdc24c1946131046704357d," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  2 MC  ""If you choose the answer to this question at random  what is the chance you will be correct?"" False 1 60% UnChecked 0 1"
b9ce154426f773794f1bd90e2601e1edaa14b49ae4a5c343e4748ee0a7b7d648e24c38," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  2 MC  ""If you choose the answer to this question at random  what is the chance you will be correct?"" False 1 25% Checked 0 1"
0765e689cd4a40ba3c2b5e8103a2fdb3777fd7c7b62de1e6e9414eee3f4d9cf3710a97," 1 8/31/2023 11:07 AM 8/31/2023 11:09 AM  3 T/F  ""Should the word """"Abbreviation"""" be shorter?"" False 1 True Checked 1 1"
